CSV Report,LLM_UV_03_03.csv
Worksheet Type,Scan

METHOD
X mode,nm
Y mode,Abs
Collect mode,Scan
Scan range start (nm),800.00
Scan range stop (nm),200.00
Data Interval (nm),1.00
Scan rate (nm/min),3000
Averaging Time (s),.02
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Baseline,Off
Experiment Zones,1


SAMPLES
Name,Sample 1,,Sample 2,
,643,-0.0130959952166559,643,0.860913138231646
,642,-0.0130314898732208,642,0.86454810785496
,641,-0.0129211956943764,641,0.867851187504076
,640,-0.0127710601567313,640,0.871280853167744
,639,-0.0127410469300374,639,0.874157709408286
,638,-0.012610211287221,638,0.878274497021759
,637,-0.0126507936606779,637,0.880995642440959
,636,-0.0124633387878757,636,0.884582275053865
,635,-0.0123318658957024,635,0.888178114198405
,634,-0.0122528019905204,634,0.891284914867266
,633,-0.0120443283875686,633,0.89466441107945
,632,-0.0119323728648777,632,0.897873578170284
,631,-0.0120353145937353,631,0.901104316546296
,630,-0.0117941891271243,630,0.904993691532493
,629,-0.0116177054261942,629,0.908636271040897
,628,-0.0114877913888551,628,0.912127438547391
,627,-0.0114394354962324,627,0.915202175307453
,626,-0.0113694384941874,626,0.918817274124416
,625,-0.0111198184432134,625,0.922010991400551
,624,-0.0112693151044773,624,0.92556272891602
,623,-0.0110904478808286,623,0.929355614868559
,622,-0.0106122661153862,622,0.932852730995629
,621,-0.0106854160818369,621,0.936700625530804
,620,-0.0105542122421593,620,0.940259100928997
,619,-0.0104280736883239,619,0.94376157034293
,618,-0.0103716127956075,618,0.947313552551698
,617,-0.0102023883421752,617,0.951107567324222
,616,-0.0101355297993929,616,0.954455525533053
,615,-0.0099121719273987,615,0.958251090027032
,614,-0.00995816825134125,614,0.962291975128474
,613,-0.00985660551444806,613,0.965913471214685
,612,-0.00966859865061428,612,0.968367010747571
,611,-0.00956316985364456,611,0.972574534490824
,610,-0.00946100812820397,610,0.976220611564029
,609,-0.00934580043898933,609,0.980068403946431
,608,-0.00917333710060971,608,0.983337209358248
,607,-0.00893923894485576,607,0.987924502448939
,606,-0.00890652512607776,606,0.991627825954125
,605,-0.00885919984608561,605,0.99519272018953
,604,-0.00877153554377893,604,0.998528187347235
,603,-0.00871810643119446,603,1.0021237826446
,602,-0.00856285578925773,602,1.00602320128142
,601,-0.00832690458514987,601,1.01022173421756
,600,-0.0082304460417247,600,1.01400342176901
,599,-0.00810916943951616,599,1.01830922580956
,598,-0.00798135287576631,598,1.02167928774516
,597,-0.0079982278339124,597,1.02528867538056
,596,-0.00783794009767779,596,1.02896884883567
,595,-0.00779553249471481,595,1.03303181692599
,594,-0.00775886742832972,594,1.03702936813679
,593,-0.00744981202251993,593,1.04097540003207
,592,-0.00730367816237635,592,1.04488843106739
,591,-0.00722695219945419,591,1.04837848293414
,590,-0.00712744791765575,590,1.05232248600557
,589,-0.00696775547936153,589,1.0563991935721
,588,-0.00682008323661095,588,1.06052665782892
,587,-0.00665936000439718,587,1.0646132525409
,586,-0.00659276961987143,586,1.06837734104144
,585,-0.00647593134164262,585,1.0727169951621
,584,-0.0064866934052351,584,1.07637791917036
,583,-0.00616218415740345,583,1.08060337848554
,582,-0.00599013674365245,582,1.08439533550342
,581,-0.00572723716764743,581,1.08894018262368
,580,-0.00567062168139429,580,1.0924018800245
,579,-0.00548396313297591,579,1.09668390293801
,578,-0.00533614338845601,578,1.10080972711851
,577,-0.00511690325902076,577,1.10428232005435
,576,-0.00510457219036271,576,1.1087271321149
,575,-0.00500672989175783,575,1.11388663661799
,574,-0.00478839865358927,574,1.11688912551529
,573,-0.00450304605008562,573,1.12106332998695
,572,-0.00457892275884451,572,1.12554578107575
,571,-0.00426646745465475,571,1.12928246349984
,570,-0.00408920532970056,570,1.13277521934926
,569,-0.0038915011894101,569,1.13727244377205
,568,-0.00369221833369122,568,1.14119985271784
,567,-0.00365053340487224,567,1.14605862153029
,566,-0.00354835760624527,566,1.14996894254999
,565,-0.00320766641450563,565,1.15410069498229
,564,-0.00317816700065875,564,1.15853099066009
,563,-0.00284515749139194,563,1.16263401448681
,562,-0.00267204800255991,562,1.16654810685374
,561,-0.00247637436945584,561,1.17199676801715
,560,-0.00234240907289973,560,1.17477973235129
,559,-0.00222071299822976,559,1.17950501515095
,558,-0.00210748391280748,558,1.18288356874872
,557,-0.00183985128448771,557,1.18865584078306
,556,-0.00168052306574434,556,1.191805176436
,555,-0.00138269587121646,555,1.19642626565185
,554,-0.00124230113840761,554,1.20083451729427
,553,-0.00116475488587809,553,1.20499913102516
,552,-0.000870190456564951,552,1.20997693797349
,551,-0.000703786636679981,551,1.21296688722456
,550,-0.000337370182489259,550,1.21824946797601
,549,-0.000103893848879254,549,1.22296604232185
,548,1.57389539282364E-05,548,1.22790042487897
,547,-2.13295141101121E-05,547,1.23145380661889
,546,2.3608644791563E-05,546,1.23632079129372
,545,0.000461584935691954,545,1.23997456186432
,544,0.00073210240904805,544,1.24485101161227
,543,0.00103784269151618,543,1.24950534644725
,542,0.00111356527215118,542,1.25310442347325
,541,0.00103529980451185,541,1.25717870562098
,540,0.00145837630344131,540,1.26251546481518
,539,0.00164534451555505,539,1.2663023848231
,538,0.00192336074874511,538,1.27145069278296
,537,0.00215339930198118,537,1.27569559474292
,536,0.00227284893804275,536,1.27941838874636
,535,0.00262949393965876,535,1.2849091523512
,534,0.00279997997070935,534,1.28905313679054
,533,0.0029583874707496,533,1.29279381560677
,532,0.00327587146916403,532,1.29751829755933
,531,0.00369891824364373,531,1.30231976175066
,530,0.00391077910600645,530,1.30692037219993
,529,0.00385292689006464,529,1.3104583089369
,528,0.00416816467890901,528,1.31515744859674
,527,0.00452393755865871,527,1.32043564799111
,526,0.00474776858056945,526,1.32466907750307
,525,0.0049793346354982,525,1.32778695899792
,524,0.00536454802241947,524,1.33333089868754
,523,0.00559696770033308,523,1.33769512668079
,522,0.00597099818090423,522,1.34239195202921
,521,0.0063893241805125,521,1.34765922635534
,520,0.00671419065986418,520,1.35154437386974
,519,0.00687771444155236,519,1.35540132599292
,518,0.00717854968106757,518,1.35991415676151
,517,0.00767478446204175,517,1.3646211167191
,516,0.00797076757891513,516,1.36899208524968
,515,0.0084378189149811,515,1.37416532248667
,514,0.00872389014130118,514,1.37864784153341
,513,0.00913721091250294,513,1.38339879559125
,512,0.00951231972746477,512,1.38756999768855
,511,0.00993791277624294,511,1.39231689533948
,510,0.0103201291115169,510,1.39674669829788
,509,0.0108719881563309,509,1.40035370389993
,508,0.011096035298766,508,1.40564369564238
,507,0.01170238355357,507,1.41026827302583
,506,0.0122230667403025,506,1.41504745611344
,505,0.0126780844119118,505,1.4191863309932
,504,0.0132726349486534,504,1.42415930695894
,503,0.0137155292983341,503,1.42767111590614
,502,0.0143776952628716,502,1.43347389839261
,501,0.0149441149233499,501,1.4371035851283
,500,0.0155152715642406,500,1.44195873380773
,499,0.0160460821741622,499,1.44563072344892
,498,0.0166944895912017,498,1.4513292212281
,497,0.0173221529051242,497,1.45493703920738
,496,0.0180214406339348,496,1.45962610932218
,495,0.0186593218412141,495,1.46478225880774
,494,0.0194581352628125,494,1.46920900960503
,493,0.020208817244934,493,1.47405773175142
,492,0.020744910408638,492,1.47776836159815
,491,0.0214106287157246,491,1.48181584153788
,490,0.0224186873009317,490,1.48704232327138
,489,0.0233674324948964,489,1.49146819691226
,488,0.0239623107017219,488,1.49561035874052
,487,0.0246825463735815,487,1.50029844941424
,486,0.0258603320269789,486,1.50436778790299
,485,0.0267732137879794,485,1.50965892816167
,484,0.0272739513621977,484,1.51344152093281
,483,0.0282313579052743,483,1.51716084345393
,482,0.0293428176605487,482,1.52232490587997
,481,0.0302247022830303,481,1.52694655429287
,480,0.0314756047000416,480,1.53140699883435
,479,0.0327108894123589,479,1.53580393348128
,478,0.0337189195654599,478,1.53995277491313
,477,0.0347725923601394,477,1.5446305279126
,476,0.0358728816544054,476,1.54933044020807
,475,0.0370618018463434,475,1.5531285866784
,474,0.0383332889885037,474,1.5583186360064
,473,0.0396143229992256,473,1.56207144824828
,472,0.0407498508296017,472,1.56652679579237
,471,0.0420935694005609,471,1.57056387760493
,470,0.0434390838208909,470,1.57565847441532
,469,0.0448520637490975,469,1.57997889514558
,468,0.0462385859174823,468,1.58399789962553
,467,0.0477126630868384,467,1.58809483107974
,466,0.0491794108054408,466,1.59233878912687
,465,0.0506666623093702,465,1.59707894741305
,464,0.0522218735225072,464,1.6003324629374
,463,0.0539185236013466,463,1.60590072844627
,462,0.0557450981945589,462,1.61052918042978
,461,0.0573678190184886,461,1.61412939319964
,460,0.0589706806630279,460,1.61855983282581
,459,0.0607718365203326,459,1.62215739778563
,458,0.0628020656655364,458,1.62633652591433
,457,0.064878978941293,457,1.63046854184375
,456,0.0671552173678661,456,1.63488128973293
,455,0.0696307172146856,455,1.63982923465482
,454,0.0720844382251916,454,1.64348654959668
,453,0.0745500728989992,453,1.64732537085982
,452,0.0771771880297163,452,1.65176596412449
,451,0.0801578923280041,451,1.65605188582971
,450,0.083476343778728,450,1.66022260474218
,449,0.086999163104231,449,1.66413334890435
,448,0.0907520462605034,448,1.66901201642723
,447,0.0944153709201989,447,1.67200195777637
,446,0.0986736018406905,446,1.67644697587491
,445,0.103639911793684,445,1.68093287673213
,444,0.109420923389794,444,1.6858318804714
,443,0.115564173603692,443,1.68880149124078
,442,0.121924977313649,442,1.69321790761177
,441,0.128512896889141,441,1.69662522174333
,440,0.136379967115078,440,1.70059334401893
,439,0.145419416230473,439,1.70468337443309
,438,0.155647975722614,438,1.70856862436232
,437,0.166642167983844,437,1.71285044095454
,436,0.178693734043006,436,1.71693606139296
,435,0.192290686763943,435,1.72077174160973
,434,0.207064457971401,434,1.72556686162765
,433,0.223512803176533,433,1.72822822086998
,432,0.242942727597993,432,1.73312697558744
,431,0.263750893212912,431,1.7360466548215
,430,0.28589467101152,430,1.74039384841954
,429,0.311699195919781,429,1.74369312785944
,428,0.341359051147537,428,1.74789582744348
,427,0.373791338614792,427,1.75191039683943
,426,0.408424726877706,426,1.75591312490909
,425,0.444853317111581,425,1.75984162850115
,424,0.484882072247889,424,1.76303359127136
,423,0.533239407722965,423,1.76743816947272
,422,0.585018155541,422,1.77164615434007
,421,0.63966886546986,421,1.77554669004594
,420,0.700215797887704,420,1.77918423760104
,419,0.765396290029067,419,1.78231754637072
,418,0.838953427604664,418,1.78638807079985
,417,0.92182097812134,417,1.78974941530782
,416,1.01145608286362,416,1.79450163514457
,415,1.1105947208809,415,1.79749373533796
,414,1.21452688263397,414,1.80174190245762
,413,1.32611118613772,413,1.80490189884921
,412,1.45237719026162,412,1.80895489130767
,411,1.58743791944375,411,1.81311078970658
,410,1.72946169902764,410,1.81653125165621
,409,1.88583846736634,409,1.81994960761232
,408,2.05049981171108,408,1.824023176314
,407,2.23090024469096,407,1.8279876279461
,406,2.41898377371151,406,1.83134085491698
,405,2.62241907367394,405,1.8352672385458
,404,2.82556728754127,404,1.83999827514877
,403,3.05946922116632,403,1.84099519502647
,402,3.25467559132447,402,1.84675431834191
,401,3.49748257569074,401,1.84970520821092
,400,3.66628187128503,400,1.85544731947248
,399,3.98065086521063,399,1.85792995735986
,398,3.9873264528006,398,1.86195721235232
,397,4.11490472267073,397,1.86577424144457
,396,4.4712016373317,396,1.86892257578511
,395,4.54109085866531,395,1.87303335982839
,394,4.51068247934949,394,1.87695004477455
,393,4.17082275237729,393,1.88142973984788
,392,4.42935849993227,392,1.88392005694748
,391,4.13862021821487,391,1.88725689074308
,390,4.4563463605294,390,1.89206516325296
,389,4.32359894937206,389,1.89506674018964
,388,4.47729922078312,388,1.89866080666332
,387,4.41624693910588,387,1.90310541530311
,386,4.5995090888596,386,1.90677386111694
,385,4.57892081169431,385,1.91152199270719
,384,4.55020842151278,384,1.9137393168986
,383,4.09933728408065,383,1.91700098496252
,382,5.22716906583737,382,1.92240090861921
,381,4.20124754477024,381,1.92468503100466
,380,4.61874889780641,380,1.92944628440432
,379,4.3922705506228,379,1.93296065293485
,378,4.36504650434149,378,1.94058731309932
,377,4.04559305943997,377,1.94230229169686
,376,10,376,1.94553728399745
,375,4.07812959304218,375,1.95019706353085
,374,4.13190008527465,374,1.95341226849361
,373,5.15323877083256,373,1.95676362521362
,372,4.35002571840992,372,1.96122666804308
,371,4.40808492956597,371,1.96524095874981
,370,4.59105764176613,370,1.96991952793601
,369,4.12171028077228,369,1.97552975810405
,368,4.30289227254252,368,1.97762211947897
,367,4.24383831650897,367,1.9842024721215
,366,5.17573825428611,366,1.98504194300256
,365,4.37318872044755,365,1.98756659823596
,364,4.46954497636852,364,1.99401494403056
,363,4.57322659363507,363,1.99771117960606
,362,4.92871316628676,362,2.00198010159009
,361,4.40562854605824,361,2.00512415561245
,360,4.19559576853742,360,2.01093576703487
,359,4.33039835602607,359,2.01590807920842
,358,4.35031633293478,358,2.02035297850846
,357,4.37102201828427,357,2.02259269027524
,356,4.36504503963624,356,2.02935085804822
,355,4.50680866025549,355,2.03277978095401
,354,4.79059155692787,354,2.0361310571225
,353,4.72052273735366,353,2.04208028080739
,352,10,352,2.04635914540908
,351,4.45866704273066,351,2.05109122414917
,350,4.1733350673477,350,2.05185172260278
,349,10,349,2.05745666671876
,348,4.3346650495897,348,2.06259623327184
,347,4.60992209339818,347,2.06701287425495
,346,4.5178765739155,346,2.07409492486521
,345,4.52913100131016,345,2.07589333684806
,344,4.52584180189621,344,2.07915142320036
,343,5.419001947417,343,2.08427303789235
,342,5.18114621123587,342,2.08983409100327
,341,4.15620986075182,341,2.09182652212774
,340,10,340,2.0981688011162
,339,4.40308052639041,339,2.1052524901815
,338,4.27013958015795,338,2.11116034866357
,337,5.75834216658272,337,2.11509882749936
,336,5.20386689553692,336,2.11731230683069
,335,4.54756536096737,335,2.12430462574414
,334,4.66534176535136,334,2.12727689649045
,333,4.51152354429987,333,2.13453941039181
,332,4.28278076718428,332,2.13781239761195
,331,4.53664964290225,331,2.14363681591397
,330,4.34613467704729,330,2.14994521198868
,329,4.3440064148695,329,2.1528051970086
,328,4.93664225053828,328,2.16092239122943
,327,4.51574746663075,327,2.16518552741886
,326,10,326,2.17115536520575
,325,4.69122561637287,325,2.17700839752769
,324,4.35669891444669,324,2.18176606638886
,323,5.03131065054213,323,2.18705726477242
,322,4.5743113961422,322,2.19529496115871
,321,4.44739052842618,321,2.20103451544301
,320,4.68993790687186,320,2.20558659249123
,319,4.87705851775268,319,2.21282920822022
,318,5.67828675803261,318,2.21772975411566
,317,4.73248387386649,317,2.22719058161405
,316,5.73405644840931,316,2.23216793132749
,315,4.60817916056468,315,2.23728400612713
,314,4.6404775212993,314,2.24450532612308
,313,4.78971423208603,313,2.25294829612849
,312,10,312,2.26241239213414
,311,4.72731654180783,311,2.26928027956252
,310,4.80076710463448,310,2.27987198245446
,309,4.73537649365537,309,2.29271275057125
,308,4.67522398376276,308,2.30567916822743
,307,4.80972651507676,307,2.32741237258175
,306,4.79734423777629,306,2.35770274506369
,305,4.47822728199229,305,2.38726231217493
,304,4.34698867194766,304,2.43067568876995
,303,4.67728905710574,303,2.47988139191468
,302,4.72265982277356,302,2.53228603633216
,301,4.76199757978848,301,2.5961392081351
,300,4.60747046468732,300,2.67830679985295
,299,4.75264933822906,299,2.76851980382338
,298,4.83623590736441,298,2.86022316879788
,297,4.89373798237554,297,2.94551509176391
,296,4.86870209608139,296,3.0335092802262
,295,4.67950847281041,295,3.11006324511682
,294,4.65033859110856,294,3.15487221918212
,293,4.82258324660363,293,3.20051961796589
,292,4.98007537873865,292,3.20595436293931
,291,4.5646727745176,291,3.22349499749066
,290,4.7403008773098,290,3.22899838737586
,289,4.51611638847773,289,3.23108474260871
,288,4.46990196418664,288,3.24186527730453
,287,4.68552705843824,287,3.24286874054153
,286,4.53017467710197,286,3.24281408624074
,285,4.59414113593,285,3.24342079836013
,284,4.42874840646762,284,3.23930100951107
,283,4.51908878427039,283,3.24609724832658
,282,4.51416040038014,282,3.24435783953846
,281,4.80270896257822,281,3.24170727031027
,280,4.51882592054405,280,3.25851879105637
,279,4.47182427810019,279,3.2586526305432
,278,4.63743884160928,278,3.25584948763729
,277,4.45817657477559,277,3.26726343695399
,276,4.46773622248883,276,3.25322370793168
,275,4.69053814591733,275,3.26455930278548
,274,4.40065411478678,274,3.27116164690297
,273,4.50611431925636,273,3.27211184288051
,272,4.54974691244551,272,3.28582717756263
,271,4.48869397204119,271,3.28386220974649
,270,4.57042972871841,270,3.30040637902654
,269,4.6067088151158,269,3.29616052984718
,268,4.54344168806792,268,3.31265817123449
,267,4.66032104465118,267,3.32349772271131
,266,4.53943560692221,266,3.31759243902774
,265,4.87525095965387,265,3.33229053401087
,264,4.50693098979538,264,3.34282732195292
,263,4.53028694783692,263,3.35391854980626
,262,4.58617784100387,262,3.36187300330555
,261,4.65074754894455,261,3.36653417518397
,260,4.62666580585118,260,3.37958986665771
,259,4.48867143441506,259,3.3821751620454
,258,4.69924588390487,258,3.3784382788434
,257,4.52828905866368,257,3.38745583005712
,256,4.44060370049984,256,3.39941985836242
,255,4.57715066888379,255,3.40306402743527
,254,4.50337408494302,254,3.40919908920165
,253,4.45906539069118,253,3.41398260605393
,252,4.62815132168463,252,3.41713631527813
,251,4.52752909150346,251,3.41580604047533
,250,4.58802935531113,250,3.42660849526893
,249,4.52705768445407,249,3.42917631566194
,248,4.56734362232052,248,3.43229270529949
,247,4.56041024851696,247,3.43303308384344
,246,4.52221888963168,246,3.43249833067337
,245,4.57669632946479,245,3.43929898988837
,244,4.52391823980563,244,3.4434022469439
,243,4.55860153573996,243,3.44576286682593
,242,4.53380158080561,242,3.44645697610752
,241,4.59118295846655,241,3.44796864364811
,240,4.44047081378325,240,3.45237558701279
,239,4.55460495620632,239,3.4646209211993
,238,4.56369809391644,238,3.46974755808709
,237,4.61662645246461,237,3.4600789085935
,236,4.66119423577675,236,3.46997155995983
,235,4.70847664361495,235,3.46673128814978
,234,4.76679574669797,234,3.48572064014545
,233,4.70214004299838,233,3.49151224364619
,232,4.65318417734418,232,3.49814652572074
,231,4.61266993950141,231,3.50710371076458
,230,4.63236203225883,230,3.51582347476288
,229,4.65756140881186,229,3.51161381116691
,228,4.6562450899753,228,3.51753725169895
,227,4.76001882428421,227,3.53120716109369
,226,4.74891455209652,226,3.52456415742364
,225,4.68149544887348,225,3.54767195945008
,224,4.71423809044023,224,3.56152194460015
,223,5.09733695963076,223,3.55596662838276
,222,4.50489253940592,222,3.58325537171414
,221,4.5220858169304,221,3.6001132864882
,220,4.43062274087905,220,3.64681463990741
,219,4.56478380139703,219,3.61545127659358
,218,4.65014203976654,218,3.59569062430802
,217,4.87240271251593,217,3.64516242300802
,216,4.59489204493637,216,3.66336298202851
,215,4.55855510786278,215,3.62953417534358
,214,5.54463830913702,214,3.58908606558598
,213,4.33702970682992,213,3.67830855347149
,212,4.91468201393713,212,3.73316687913949
,211,10,211,3.64756207535082
,210,4.40622305243149,210,3.75222345595496
,209,4.64237961381972,209,3.71992920604654
,208,4.17200914372671,208,3.65006740392576
,207,10,207,3.61503418638492
,206,4.6534534200072,206,3.55134147409491
,205,4.04420334618716,205,3.82297048343482
,204,4.30792399417186,204,3.6458397677972
,203,4.07654785818631,203,3.64174636033483
,202,4.62184504203021,202,3.51312341705666
,201,3.9037301550533,201,3.74051629284659
,200,10,200,3.50837185044037

