CSV Report,LLM_UV_06.csv
Worksheet Type,Scan

METHOD
X mode,nm
Y mode,Abs
Collect mode,Scan
Scan range start (nm),800.00
Scan range stop (nm),200.00
Data Interval (nm),1.00
Scan rate (nm/min),3000
Averaging Time (s),.02
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Baseline,Off
Experiment Zones,1
Experimental temperature (°C),25°C


SAMPLES
Name,Sample 1,,Sample 2,
,753,-0.0139174993401687,753,-0.0257784674987212
,752,-0.0139243182101657,752,-0.0254608369291265
,751,-0.0140715997246837,751,-0.0256907372227872
,750,-0.0139223126712804,750,-0.0257940794833795
,749,-0.0140678406067212,749,-0.0255817572021652
,748,-0.0138396764170292,748,-0.0257410940306771
,747,-0.0136972323730635,747,-0.0255160533904612
,746,-0.014119011939275,746,-0.0258417901330997
,745,-0.0140593198188755,745,-0.0255798535911347
,744,-0.0141253766099601,744,-0.0257828584261313
,743,-0.0141264791418602,743,-0.0256937626997512
,742,-0.01423416297449,742,-0.0255839048558748
,741,-0.0142069564114931,741,-0.0256604812938698
,740,-0.0140805713547244,740,-0.0256495007983752
,739,-0.0141030246778825,739,-0.0251140479352017
,738,-0.0142673797267931,738,-0.0253701124162113
,737,-0.0142988406124643,737,-0.0258079346497151
,736,-0.0143875500398968,736,-0.0259097858248439
,735,-0.0142998926090714,735,-0.0264597010374494
,734,-0.0143267427075553,734,-0.0264815721117216
,733,-0.0143804880107666,733,-0.0274987961605317
,732,-0.0144211056303967,732,-0.0279196231914179
,731,-0.014620282311788,731,-0.0280526739320185
,730,-0.0145514470063083,730,-0.0280658748472006
,729,-0.0146048641515722,729,-0.0278755390204248
,728,-0.0146888064077103,728,-0.0273658672613408
,727,-0.0146088188617429,727,-0.0270029854365738
,726,-0.0147306463389299,726,-0.0263934965742532
,725,-0.0148268228589595,725,-0.026649489679326
,724,-0.0146804979991052,724,-0.0262928308636647
,723,-0.0148048572579247,723,-0.026319095852032
,722,-0.0145730249196785,722,-0.0261882911886947
,721,-0.0147426070138076,721,-0.0265064131986397
,720,-0.0145248611423585,720,-0.0263302056102451
,719,-0.0143195795040859,719,-0.0259346108670174
,718,-0.0142860661646037,718,-0.0257608057645077
,717,-0.0140738551798432,717,-0.0256993256185187
,716,-0.0139539991028733,716,-0.0258004216918414
,715,-0.0138843561016194,715,-0.0257587565665223
,714,-0.0140344582117962,714,-0.0257828584261313
,713,-0.0138822500917682,713,-0.0256687774841232
,712,-0.0138818489458768,712,-0.0257843708464046
,711,-0.0139210090660385,711,-0.0257048884660312
,710,-0.0136982356635004,710,-0.0255934715479214
,709,-0.0137770870421101,709,-0.0256681918758921
,708,-0.0137965970376575,708,-0.0255331881063083
,707,-0.0136535869956026,707,-0.0255750213102755
,706,-0.0136830355649438,706,-0.0257068403254645
,705,-0.0138592838928548,705,-0.0256308577213178
,704,-0.0136172124968206,704,-0.0254966234645475
,703,-0.0137197556853279,703,-0.0256756583216905
,702,-0.013792183542109,702,-0.0255845881980097
,701,-0.0138638972879311,701,-0.0256323218662747
,700,-0.0136293042199746,700,-0.0256182658709219
,699,-0.0137545667030364,699,-0.0256248546753869
,698,-0.013850608571563,698,-0.0256554058993462
,697,-0.0136738048824302,697,-0.0256942506779328
,696,-0.0138092354358846,696,-0.0258540340456875
,695,-0.0136648248454081,695,-0.0254753862446901
,694,-0.0136828349000188,694,-0.0256370559011869
,693,-0.0135428987063844,693,-0.0256161183871265
,692,-0.0136159079754479,692,-0.0255567167285351
,691,-0.0135988484891331,691,-0.025511464491392
,690,-0.0135536376093006,690,-0.0255148329433141
,689,-0.0134600898360103,689,-0.0254341293665798
,688,-0.0136080305900414,688,-0.0254377425515481
,687,-0.0138171091726455,687,-0.0255948870099703
,686,-0.0135374287892738,686,-0.0256301256469883
,685,-0.0134746452660559,685,-0.0254519508657756
,684,-0.0135071673607856,684,-0.0256759511208709
,683,-0.0134893005855092,683,-0.0254943289184201
,682,-0.0134413678242386,682,-0.0254480448463378
,681,-0.0135048085870629,681,-0.0253424713653392
,680,-0.0135665841579044,680,-0.0252866467059295
,679,-0.013562770486012,679,-0.0252646176786533
,678,-0.0135042063449104,678,-0.0251701390672663
,677,-0.0135578026263478,677,-0.0253620058592262
,676,-0.0136109407235855,676,-0.0253493573747089
,675,-0.0133928775752082,675,-0.0252308148698381
,674,-0.0134743943144983,674,-0.0253292850852315
,673,-0.0135074182934064,673,-0.0251838675874828
,672,-0.0134933658433553,672,-0.0252661807506774
,671,-0.0133988011050266,671,-0.0252051679199648
,670,-0.0134807182495337,670,-0.0251251397005781
,669,-0.0134133585892817,669,-0.0252499636048294
,668,-0.013393831369365,668,-0.025232573462342
,667,-0.0133193287175013,667,-0.0251758552654237
,666,-0.0133785202100801,666,-0.0251101877389518
,665,-0.0133097890452737,665,-0.0250759819693551
,664,-0.0132189006071616,664,-0.025174438436996
,663,-0.0133101907199091,663,-0.0251727773219187
,662,-0.0133041655613699,662,-0.025134423339282
,661,-0.0132429050375445,661,-0.0250176793557706
,660,-0.0133830885141059,660,-0.0250250592474777
,659,-0.0135171041817608,659,-0.0250196343061811
,658,-0.0132903575911007,658,-0.0248718641246307
,657,-0.0133100400919644,657,-0.0249608353247067
,656,-0.0132971863149037,656,-0.0249612263666722
,655,-0.0134077866443293,655,-0.025019194443106
,654,-0.0133650660245588,654,-0.0249532099360024
,653,-0.0132935209103291,653,-0.0249199206134243
,652,-0.0132797628144411,652,-0.0249061837468894
,651,-0.0132704231287258,651,-0.0247904052749782
,650,-0.013461143866294,650,-0.0250310217173996
,649,-0.0134350935110468,649,-0.0249758413076396
,648,-0.0133057722784869,648,-0.0248873620676615
,647,-0.0133823355002664,647,-0.0250109347093016
,646,-0.0134528119380483,646,-0.0249685094589326
,645,-0.0133656182567942,645,-0.0249619595694086
,644,-0.0136216779441632,644,-0.0250267209276509
,643,-0.0134634024940021,643,-0.0248423333900106
,642,-0.01348583755807,642,-0.0250298487789647
,641,-0.0135601109318455,641,-0.0249216804652832
,640,-0.0135660321811507,640,-0.0249699758385763
,639,-0.0135226747243681,639,-0.0249532099360024
,638,-0.0136398904729751,638,-0.0249662121208696
,637,-0.0136259426543786,637,-0.0250237396733993
,636,-0.0135840965106954,636,-0.0250150890329216
,635,-0.0135907700868188,635,-0.0248870198477615
,634,-0.0136066256910062,634,-0.0249293552914142
,633,-0.0134922617030131,633,-0.0248718641246307
,632,-0.0135138923048991,632,-0.0248934242040496
,631,-0.0136156069314978,631,-0.0249335103954667
,630,-0.0136726008658989,630,-0.0249993512676855
,629,-0.0136516805458034,629,-0.0250070735964241
,628,-0.0136345221210015,628,-0.0250159198928769
,627,-0.0134828262074157,627,-0.0249195784191791
,626,-0.0135089238860866,626,-0.024898997383814
,625,-0.0134467887578449,625,-0.0248143653462565
,624,-0.0134959756184598,624,-0.0248151965903099
,623,-0.0135165019566586,623,-0.0248290830203733
,622,-0.0134301743861125,622,-0.0247848307014984
,621,-0.0133183747597082,621,-0.0247563210184034
,620,-0.0134133083918985,620,-0.0247935837278267
,619,-0.013539937934116,619,-0.0247126970915808
,618,-0.0135257359831266,618,-0.0247718230851033
,617,-0.0134995891273296,617,-0.0247732901290007
,616,-0.0134137601681381,616,-0.0246151631817777
,615,-0.0133488501649684,615,-0.0245971116259118
,614,-0.0132682639254866,614,-0.0244193933893058
,613,-0.0132537517926211,613,-0.0245370322094831
,612,-0.0133473440172486,612,-0.0245368364974772
,611,-0.0133101907199091,611,-0.0243887061442103
,610,-0.0133913213802448,610,-0.024350478648137
,609,-0.0133068266833645,609,-0.0243878251386477
,608,-0.0131778690420948,608,-0.0243352062877901
,607,-0.0131508473632266,607,-0.0243349125832892
,606,-0.0132176953288138,606,-0.0244809571124586
,605,-0.0132227172998625,605,-0.0244583978104195
,604,-0.0132021268495071,604,-0.0243331993030752
,603,-0.0132703227009062,603,-0.0244486103300816
,602,-0.0131659656472511,602,-0.024418757152648
,601,-0.0131161386138647,601,-0.024410730702454
,600,-0.0132386365642763,600,-0.0244514487220879
,599,-0.0130869027537721,599,-0.0244497848393686
,598,-0.0133324328729883,598,-0.0244409270034753
,597,-0.0134033189971878,597,-0.0244398014091813
,596,-0.0133982991141075,596,-0.0244031445918289
,595,-0.0134406149114417,595,-0.0243624220428947
,594,-0.0135130391461148,594,-0.0245969159409785
,593,-0.0133543726619195,593,-0.0242312224821146
,592,-0.0133099898826379,592,-0.0244752806955982
,591,-0.0133960903471703,591,-0.0244041723952224
,590,-0.0134013110509185,590,-0.0245275400756075
,589,-0.0133693834578653,589,-0.0244609425191775
,588,-0.0134844322636964,588,-0.0244129820388186
,587,-0.0135055112018519,587,-0.0244053959675194
,586,-0.0134613948255083,586,-0.0244457719195244
,585,-0.0133400642296334,585,-0.024282923757416
,584,-0.0133320814257023,584,-0.0243882166968962
,583,-0.0134023150252136,583,-0.0242265220609642
,582,-0.0133705381129869,582,-0.024243952533933
,581,-0.0134452327560483,581,-0.0243629604668882
,580,-0.0133765121491509,580,-0.0243425977856634
,579,-0.013212572858518,579,-0.0242223112238161
,578,-0.013284784067827,578,-0.0241956742847086
,577,-0.0134009596593669,577,-0.0243216956751656
,576,-0.0134033691957256,576,-0.0241432770083358
,575,-0.0133767129556616,575,-0.0240663345975409
,574,-0.0134625994277183,574,-0.0241876926778584
,573,-0.0133607987517898,573,-0.0240393941853576
,572,-0.0133703875059712,572,-0.023961992431043
,571,-0.0134306261448075,571,-0.0238875659637862
,570,-0.0134332362969553,570,-0.0235240208381274
,569,-0.0133574853110744,569,-0.0233536636946461
,568,-0.0133636101362088,568,-0.0233592566686686
,567,-0.0133551759283532,567,-0.0232064051954727
,566,-0.0133666725163845,566,-0.0232586211865572
,565,-0.0132569655939524,565,-0.0232000249917194
,564,-0.0134230967718718,564,-0.0231675826595525
,563,-0.0132113675626088,563,-0.0230838889036712
,562,-0.0132590746381515,562,-0.0230568874769546
,561,-0.0132477258510235,561,-0.023171263832749
,560,-0.0133043664013346,560,-0.0231885403887552
,559,-0.013164458865147,559,-0.0229911933593487
,558,-0.0131869093771544,558,-0.0231013652958478
,557,-0.0132827253609605,557,-0.0231659138507579
,556,-0.0132956297770142,556,-0.0231621835490885
,555,-0.0131597375807011,555,-0.0230603732100462
,554,-0.0132099111589223,554,-0.0230553655283795
,553,-0.0131141293393841,553,-0.0230580657560594
,552,-0.0131824896813034,552,-0.0230824652340046
,551,-0.0130614830353845,551,-0.0229805870992801
,550,-0.0133330353533884,550,-0.0231283148705163
,549,-0.0130400810911544,549,-0.023007740571877
,548,-0.0128583732776733,548,-0.0229640879576391
,547,-0.0130614327973137,547,-0.0229244088841083
,546,-0.0131130242344574,546,-0.0229114436485506
,545,-0.0129467743790598,545,-0.0228318757725181
,544,-0.0128175589662446,544,-0.0228716615327561
,543,-0.0128755121343606,543,-0.0229765605808658
,542,-0.0129041088967497,542,-0.0229826985513326
,541,-0.0130194317368295,541,-0.0228928300010921
,540,-0.0128907405216462,540,-0.0229308422474657
,539,-0.0127317962041479,539,-0.0229895729752684
,538,-0.0127631674321248,538,-0.023100334404592
,537,-0.0126847853945041,537,-0.0230554146235781
,536,-0.0127376784820091,536,-0.0230919890043385
,535,-0.01240276456573,535,-0.0229742035771547
,534,-0.0124749093144195,534,-0.0229379630347191
,533,-0.0124530759759292,533,-0.0229145376603801
,532,-0.0123999469544175,532,-0.0230005718272357
,531,-0.0123128435593713,531,-0.0230643007631072
,530,-0.0121478477127513,530,-0.0229829440683469
,529,-0.0121708542501508,529,-0.0229420390190178
,528,-0.0121675317182949,528,-0.0228680269355658
,527,-0.0119632982378806,527,-0.0228653746427431
,526,-0.0119632982378806,526,-0.022958637210604
,525,-0.0117319089509547,525,-0.0228924370922843
,524,-0.0115216221854736,524,-0.0229555926194192
,523,-0.0114230971477518,523,-0.0229319717594417
,522,-0.0113458850929878,522,-0.0229486685503232
,521,-0.0112125598604031,521,-0.0229459676423779
,520,-0.0110802030421655,520,-0.0228511796891645
,519,-0.0109025201110341,519,-0.0228441065979305
,518,-0.0108911095753016,518,-0.0228914548187096
,517,-0.0107720384010822,517,-0.0227703234588601
,516,-0.010563711579232,516,-0.0228145358995883
,515,-0.0104851336859108,515,-0.022906827145475
,514,-0.0103040219312162,514,-0.0228491658346404
,513,-0.0101615259474695,513,-0.0228534882426186
,512,-0.00990817421700557,512,-0.0227675723137998
,511,-0.0098312490785212,511,-0.0228677813535775
,510,-0.00965761134916963,510,-0.0228481834631912
,509,-0.00957274153559791,509,-0.0228810916971359
,508,-0.00948263782656721,508,-0.0230910562731705
,507,-0.00915275653066062,507,-0.0228192516276205
,506,-0.00910226410451771,506,-0.022962271049562
,505,-0.00892260338836004,505,-0.0229925682259484
,504,-0.00876011961891968,504,-0.0229144394381211
,503,-0.00867248606087361,503,-0.0228325634585879
,502,-0.00850823334407453,502,-0.0228530461801412
,501,-0.00831537538634034,501,-0.0228183674325149
,500,-0.00823699919609665,500,-0.0228668972572698
,499,-0.00816363886467038,499,-0.0228450398596208
,498,-0.00789269774687101,498,-0.0228332511435688
,497,-0.00779044737219601,497,-0.02286365555541
,496,-0.00779334589932851,496,-0.0228033849639848
,495,-0.00769453080891766,495,-0.0229769043095049
,494,-0.00732943712507242,494,-0.0227822121353456
,493,-0.0073704650452207,493,-0.0229519096176854
,492,-0.00743515504522007,492,-0.022870482747811
,491,-0.0073355966506709,491,-0.0228522111720116
,490,-0.00711384960496067,490,-0.0228471519707779
,489,-0.00700255153055215,489,-0.0228895884927969
,488,-0.00711695637310244,488,-0.0229498471230716
,487,-0.00707004690167483,487,-0.0229100194134744
,486,-0.00691930128250934,486,-0.0229385523360194
,485,-0.00695048378319379,485,-0.0229920281003033
,484,-0.00711196516099687,484,-0.0228755907927989
,483,-0.0070526264592564,483,-0.0228514252805408
,482,-0.00704457818261885,482,-0.0228935667041487
,481,-0.00703714103490789,481,-0.0228869363316506
,480,-0.00704340658560884,480,-0.0229132116580094
,479,-0.00705848428834097,479,-0.0228976922181714
,478,-0.00705634491644272,478,-0.0228589403095098
,477,-0.00710121858103596,477,-0.022889883176369
,476,-0.00715785159341313,476,-0.0227187365886601
,475,-0.00710783972809938,475,-0.0227870264654741
,474,-0.00720184912410957,474,-0.0228656202260923
,473,-0.00738695656615515,473,-0.0229919789979386
,472,-0.00730978714548655,472,-0.0228586456049412
,471,-0.00738181575798233,471,-0.0229493069442923
,470,-0.0074277245830577,470,-0.0228813372715977
,469,-0.00741271059004559,469,-0.0228249497306757
,468,-0.00747617297985414,468,-0.0228405700091148
,467,-0.0075920302626429,467,-0.0229182700897609
,466,-0.00759472661659792,466,-0.0228717597646905
,465,-0.00765816241636479,465,-0.0228841859252063
,464,-0.0076965144518326,464,-0.0228421418299217
,463,-0.00784871930790948,463,-0.0229477355112957
,462,-0.00782375384250715,462,-0.0229341325567758
,461,-0.00792747060818636,461,-0.0229630567404741
,460,-0.00812299068672772,460,-0.0229290252002967
,459,-0.00827590968844074,459,-0.0229155689927583
,458,-0.00822104793456976,458,-0.0228494114271555
,457,-0.00834620388054022,457,-0.0229206765074856
,456,-0.00831435958322784,456,-0.0228749031748577
,455,-0.00841186584937235,455,-0.0229268643775511
,454,-0.00847888871067048,454,-0.0229447890591014
,453,-0.00859610307772033,453,-0.0229597666502934
,452,-0.00870841440636975,452,-0.022991095154425
,451,-0.0087045578337181,451,-0.0230178551746956
,450,-0.00875271179158393,450,-0.0229638915355107
,449,-0.00886422174417046,449,-0.0231172210769004
,448,-0.00892803030151622,448,-0.0230070040624708
,447,-0.00899076455188714,447,-0.0230704865871533
,446,-0.00907351729977378,446,-0.0230352360293333
,445,-0.00913465901674101,445,-0.0229909969494791
,444,-0.00922823074738663,444,-0.0230358742960648
,443,-0.00927384345815391,443,-0.0231075505919958
,442,-0.00930146215991859,442,-0.0230698483712882
,441,-0.00932720424906985,441,-0.0230478048015589
,440,-0.00939489663445328,440,-0.0230561019557754
,439,-0.00953075624219125,439,-0.023110054139202
,438,-0.00942747236764955,438,-0.0231332235383178
,437,-0.00940685317494836,437,-0.0230501123100638
,436,-0.00954098704958854,436,-0.0232271647482554
,435,-0.00942058252518468,435,-0.0230710757086578
,434,-0.00948760186764744,434,-0.023085410752292
,433,-0.00944165699326566,433,-0.0230577711865829
,432,-0.00947888943141851,432,-0.0230350396393811
,431,-0.0093535021700214,431,-0.0229647754343888
,430,-0.00939601124112403,430,-0.0228802567429272
,429,-0.00933186603904085,429,-0.0227454151351614
,428,-0.00932325182272258,428,-0.0227586801007458
,427,-0.0092746036294147,427,-0.0228408647259494
,426,-0.00936525718038181,426,-0.0229516640831259
,425,-0.00934149349037999,425,-0.0230048436276735
,424,-0.00945584115560849,424,-0.0231134412683334
,423,-0.00935456621422827,423,-0.0231482928018638
,422,-0.00925331833113996,422,-0.0232096934177282
,421,-0.00920537190929628,421,-0.0232179874796842
,420,-0.0091259394971322,420,-0.0231999759128657
,419,-0.00905627844424014,419,-0.0232271156724686
,418,-0.00887573638217277,418,-0.0232518491660864
,417,-0.00870379666401651,417,-0.0231945281256299
,416,-0.00850082121899324,416,-0.0232828621913934
,415,-0.00835646263055861,415,-0.0232574925238118
,414,-0.00808548936862181,414,-0.0233225575950517
,413,-0.0078168893591263,413,-0.0233394846921302
,412,-0.00747266167057291,412,-0.0233238823481845
,411,-0.00722573017664664,411,-0.0233859449563173
,410,-0.00693214140688234,410,-0.0234104731861111
,409,-0.00652785201271838,409,-0.0233870242275646
,408,-0.00617836433927613,408,-0.023577816854796
,407,-0.00576218383790088,407,-0.0234379922109049
,406,-0.00533956973556294,406,-0.0234818915017151
,405,-0.00486468628593898,405,-0.0234109146815553
,404,-0.00435699346467116,404,-0.0234602121830818
,403,-0.00390053167413609,403,-0.0234446632270492
,402,-0.00328587641550936,402,-0.0234991066603251
,401,-0.00274906838178214,401,-0.0236524435024296
,400,-0.00191913267414184,400,-0.0235640374707754
,399,-0.00135074973514614,399,-0.0237107335858403
,398,-0.000466525117175634,398,-0.0237586736445969
,397,0.000364212935973954,397,-0.0238147440538948
,396,0.00137147920425058,396,-0.0238048440358447
,395,0.00248875339239847,395,-0.0237206847694559
,394,0.00369273083804568,394,-0.0236297920909858
,393,0.00502817141356665,393,-0.0237577423441658
,392,0.00649268115133937,392,-0.0236524435024296
,391,0.00785540769375205,391,-0.0236098853298253
,390,0.00942562157821252,390,-0.0237193612261611
,389,0.011169840318285,389,-0.0238339063189548
,388,0.0131268558169202,388,-0.0237597029743289
,387,0.0150200774801759,387,-0.0238048440358447
,386,0.0170042775768107,386,-0.0238613005185312
,385,0.0191300907349038,385,-0.0238016093275671
,384,0.0214463632623503,384,-0.0239004530920192
,383,0.0238952703140984,383,-0.0238766385554581
,382,0.0265375763445587,382,-0.0240176936927153
,381,0.0292939934608825,381,-0.0240684897583221
,380,0.0323498991309286,380,-0.0239748773509886
,379,0.035613092899065,379,-0.0240887673383262
,378,0.038913363707894,378,-0.0240302830496238
,377,0.0422282358211087,377,-0.0239934936704132
,376,0.0462921461835003,376,-0.0240315076757609
,375,0.0504789905594542,375,-0.0241075257057597
,374,0.0549252688536039,374,-0.0240933712946537
,373,0.0596647057153168,373,-0.0242477714767166
,372,0.0644555041810694,372,-0.0243817069951633
,371,0.0693371515476766,371,-0.024403291421034
,370,0.0748459237965052,370,-0.0245614465904549
,369,0.0804824827209119,369,-0.0244340755147807
,368,0.08596784866459,368,-0.0244710722696879
,367,0.0913632378822621,367,-0.0245716718452324
,366,0.0973874443353749,366,-0.0245053257143137
,365,0.103793276611047,365,-0.0245065979330791
,364,0.110398704801825,364,-0.0245463773551108
,363,0.117075984389827,363,-0.024334080419458
,362,0.122013658227756,362,-0.0245263168473889
,361,0.127837400697638,361,-0.0243872378006132
,360,0.134599703106974,360,-0.0244933862489121
,359,0.14204002533153,359,-0.0244184145632924
,358,0.148111524986646,358,-0.0243851821112369
,357,0.153724311725353,357,-0.0244333903599663
,356,0.160117116101171,356,-0.0244877589280493
,355,0.166226227029495,355,-0.0243971245516769
,354,0.172053458916486,354,-0.0244096050298951
,353,0.177900828932286,353,-0.0242907077913325
,352,0.183511390686551,352,-0.0243537092709284
,351,0.188525792044598,351,-0.0244382842992127
,350,0.193498966185845,350,-0.0243813643765797
,349,0.198273498995681,349,-0.0243644288925688
,348,0.203127882443634,348,-0.0242521289473354
,347,0.207309802603255,347,-0.0242990791438019
,346,0.210943545211935,346,-0.0242077198676135
,345,0.214354079120809,345,-0.0241241773635281
,344,0.217352697596634,344,-0.0241626206642254
,343,0.220381924680953,343,-0.0241007179323936
,342,0.223045491731295,342,-0.0240658937678817
,341,0.225246884457867,341,-0.0240267561070548
,340,0.226951640144604,340,-0.0240858775961259
,339,0.228380093051245,339,-0.0240123541276245
,338,0.229312568302932,338,-0.0239985395353221
,337,0.229922820523777,337,-0.023879480688116
,336,0.23022527761078,336,-0.023885948920694
,335,0.230014911549004,335,-0.0238095000130378
,334,0.229457916228009,334,-0.0238455698924408
,333,0.228452802181644,333,-0.0237519584336144
,332,0.227032100439551,332,-0.0238032266847175
,331,0.225310286102595,331,-0.0237710254403674
,330,0.223136698299736,330,-0.0237629379947469
,329,0.220626952315566,329,-0.02377759331569
,328,0.217873424355864,328,-0.0237398511850276
,327,0.214970111232343,327,-0.0235714911420378
,326,0.211555429272731,326,-0.0235550144344022
,325,0.207888132753159,325,-0.023585074148191
,324,0.204259623662015,324,-0.0234990085701863
,323,0.200221667537924,323,-0.02346384182769
,322,0.195755556964685,322,-0.0233769672779035
,321,0.191062488541445,321,-0.0232211283848735
,320,0.186310654437647,320,-0.0231595821355399
,319,0.18156475306067,319,-0.023019720949481
,318,0.176388156086311,318,-0.0229323646324839
,317,0.171357793235679,317,-0.0227361294181755
,316,0.166323445510066,316,-0.0225906272590077
,315,0.161636299964345,315,-0.0223502773342796
,314,0.156484779822051,314,-0.02219623400139
,313,0.150902860174668,313,-0.0219383399781548
,312,0.146190109488981,312,-0.0217473672582559
,311,0.14194838019298,311,-0.0213836025172516
,310,0.137673497410865,310,-0.0212017537401075
,309,0.133965845234885,309,-0.0208120185939262
,308,0.130735218849351,308,-0.0204598661710488
,307,0.12819236942577,307,-0.0199987187031653
,306,0.126259789187049,306,-0.0195357446991853
,305,0.124525861901028,305,-0.0191744316418871
,304,0.122774445575836,304,-0.01857503019887
,303,0.120754319311186,303,-0.017951056034301
,302,0.11880670262086,302,-0.0172195130884602
,301,0.117096389882914,301,-0.0165836704208752
,300,0.115749753520049,300,-0.0157247097144129
,299,0.114863212938727,299,-0.0149119228180106
,298,0.114332129014759,298,-0.0140403729973396
,297,0.1143120213877,297,-0.0130137040047595
,296,0.114765157203205,296,-0.011720570579275
,295,0.115289648626052,295,-0.0105524437256132
,294,0.116107183604612,294,-0.00903011463849352
,293,0.117152459081,293,-0.00704172559307384
,292,0.117630561547232,292,-0.0046141156242676
,291,0.118093732069795,291,-0.00176978500628552
,290,0.118158187231977,290,0.00179397372538178
,289,0.118424365692537,289,0.00620607972746623
,288,0.118530393041933,288,0.0110809252744921
,287,0.118933111104038,287,0.0166624254857457
,286,0.119246772542672,286,0.0225684102906188
,285,0.119751980958594,285,0.0294865804431868
,284,0.120451386720116,284,0.0374604225682151
,283,0.121065981115421,283,0.045076516207533
,282,0.121469209423399,282,0.0522219902965561
,281,0.121953495833292,281,0.0608195965398529
,280,0.122811812421613,280,0.0706096594262629
,279,0.123756392343595,279,0.0811720218679385
,278,0.125195877641228,278,0.0920652613326891
,277,0.126864151430142,277,0.102515293077149
,276,0.128905407664209,276,0.113179549587745
,275,0.131941828548103,275,0.125272932209237
,274,0.135415338015604,274,0.137139030807579
,273,0.139471500204076,273,0.14840782728689
,272,0.143128357168609,272,0.157575398423725
,271,0.147638428707432,271,0.166778281176127
,270,0.153534311609385,270,0.177280339479536
,269,0.159591663825323,269,0.187243237886894
,268,0.165768177154616,268,0.197328573426685
,267,0.17211012836099,267,0.20829495310005
,266,0.178665219477907,266,0.219066551752598
,265,0.186016618055411,265,0.230013372875051
,264,0.193260612103149,264,0.239197232011314
,263,0.200222119060005,263,0.247016497238984
,262,0.207912866312644,262,0.255112693833319
,261,0.213795199899253,261,0.261949508547199
,260,0.218066869198127,260,0.266851392521498
,259,0.223078502143706,259,0.271704310944586
,258,0.228873659184401,258,0.275889611356048
,257,0.233785427212912,257,0.278098122122856
,256,0.238512170344944,256,0.27900567399436
,255,0.24283648907348,255,0.278961434753973
,254,0.246743467716857,254,0.277599851838557
,253,0.249388699145298,253,0.275366293477428
,252,0.251370285365072,252,0.27194444735586
,251,0.253458895125851,251,0.265529675877592
